asv_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV00001	Fungi						
ASV00003	Fungi						
ASV00004	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
ASV00005	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Montagnea	arenaria
ASV00007	Fungi	Ascomycota					
ASV00008	Fungi						
ASV00009	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tanneri
ASV00010	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	
ASV00011	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Oliveoniaceae	Oliveonia	
ASV00012	Fungi	Ascomycota					
ASV00013	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	rosae
ASV00014	Fungi						
ASV00016	Fungi	Ascomycota					
ASV00020	Fungi						
ASV00021	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dothidotthiaceae		
ASV00023	Fungi						
ASV00025	Fungi						
ASV00027	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV00028	Fungi						
ASV00029	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	giovanellae
ASV00030	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00032	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	tenuissima
ASV00033	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	giovanellae
ASV00034	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	fischeri
ASV00035	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV00036	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV00038	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Vacuiphoma	bulgarica
ASV00040	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	bilaiae
ASV00041	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Heydenia	
ASV00042	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00043	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV00044	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00045	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	obesum
ASV00046	Fungi						
ASV00047	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	salina
ASV00048	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tanneri
ASV00049	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00050	Fungi	Ascomycota	Eurotiomycetes				
ASV00051	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV00052	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	sclerotiorum
ASV00054	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00055	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	Apophysomyces	jiangsuensis
ASV00056	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV00057	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV00058	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	herbarum
ASV00060	Fungi						
ASV00061	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emmonsiellopsis	
ASV00062	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	cannabis
ASV00063	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emmonsiellopsis	
ASV00064	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	obesum
ASV00065	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV00066	Fungi	Ascomycota	Dothideomycetes			Monodictys	putredinis
ASV00067	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaeopsis	
ASV00070	Fungi						
ASV00071	Fungi						
ASV00072	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	vishniacii
ASV00073	Fungi	Ascomycota					
ASV00074	Fungi						
ASV00075	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV00078	Fungi	Chytridiomycota					
ASV00079	Fungi						
ASV00080	Fungi	Ascomycota	Leotiomycetes	Helotiales		Cistella	
ASV00081	Fungi	Ascomycota	Leotiomycetes	Helotiales		Cistella	
ASV00082	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	
ASV00083	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV00084	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	
ASV00085	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00087	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	
ASV00091	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	Apophysomyces	jiangsuensis
ASV00092	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00093	Fungi						
ASV00094	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00095	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	olivacea
ASV00097	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	croceobasis
ASV00098	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV00100	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Spiromastigaceae		
ASV00101	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV00103	Fungi						
ASV00104	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Marcelleina	
ASV00105	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tanneri
ASV00106	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV00108	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dematiopleospora	salsolae
ASV00109	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	
ASV00111	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00112	Fungi						
ASV00113	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00114	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Heydenia	
ASV00115	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	
ASV00116	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV00117	Fungi						
ASV00119	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV00120	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	albida
ASV00121	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	mimosinus
ASV00122	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	amoeboidea
ASV00124	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	
ASV00127	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	yunnanensis
ASV00128	Fungi	Ascomycota					
ASV00130	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Lyomyces	
ASV00131	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	globosus
ASV00133	Fungi						
ASV00134	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00135	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV00136	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	chernovii
ASV00137	Fungi						
ASV00138	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV00139	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	coronata
ASV00140	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
ASV00141	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	
ASV00142	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Marcelleina	
ASV00143	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	chernovii
ASV00144	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV00145	Fungi						
ASV00146	Fungi						
ASV00147	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	anatolicum
ASV00148	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	
ASV00149	Fungi						
ASV00150	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	
ASV00151	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV00152	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	artemisiae
ASV00153	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
ASV00154	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	
ASV00155	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Lyomyces	
ASV00156	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emmonsiellopsis	
ASV00158	Fungi						
ASV00159	Fungi	Basidiomycota					
ASV00160	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV00161	Fungi	Ascomycota	Eurotiomycetes	Arachnomycetales	Arachnomycetaceae	Arachnomyces	
ASV00162	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV00163	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	mosseae
ASV00164	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV00165	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	pimiteouiense
ASV00168	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV00169	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	terricola
ASV00170	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
ASV00171	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	aurea
ASV00172	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
ASV00174	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	vandermerwei
ASV00176	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	chrysanthemi
ASV00177	Fungi	Ascomycota					
ASV00178	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV00179	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dothidotthiaceae	Thyrostroma	
ASV00180	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV00181	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV00182	Fungi						
ASV00184	Fungi						
ASV00187	Fungi						
ASV00188	Fungi						
ASV00189	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	albida
ASV00190	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	chlamydosporigena
ASV00191	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	cladosporioides
ASV00192	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	melanus
ASV00193	Fungi	Ascomycota					
ASV00194	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	amoeboidea
ASV00195	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	
ASV00196	Fungi	Ascomycota	Eurotiomycetes	Arachnomycetales	Arachnomycetaceae	Arachnomyces	
ASV00197	Fungi	Chytridiomycota					
ASV00198	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pleospora	leptosphaerulinoides
ASV00199	Fungi	Ascomycota	Dothideomycetes			Monodictys	putredinis
ASV00200	Fungi						
ASV00201	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	eryngii
ASV00203	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Chrysosporium	undulatum
ASV00204	Fungi	Chytridiomycota					
ASV00205	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	
ASV00206	Fungi						
ASV00208	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00210	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Trichophaeopsis	
ASV00211	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	
ASV00212	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	jensenii
ASV00213	Fungi						
ASV00214	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	melanus
ASV00215	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV00216	Fungi	Ascomycota					
ASV00217	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV00218	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV00220	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	nigrum
ASV00221	Fungi						
ASV00222	Fungi						
ASV00223	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	
ASV00224	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV00225	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV00226	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	
ASV00227	Fungi						
ASV00228	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV00229	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV00231	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	anatolicum
ASV00232	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	uzbekistanensis
ASV00234	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Aporospora	
ASV00235	Fungi						
ASV00236	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	
ASV00237	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	procaviae
ASV00238	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00239	Fungi						
ASV00240	Fungi						
ASV00242	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	parasiticus
ASV00243	Fungi						
ASV00244	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	glomerata
ASV00245	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	phragmitis
ASV00246	Fungi						
ASV00247	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	Murispora	
ASV00249	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	monikae
ASV00250	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	chernovii
ASV00251	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	nivale
ASV00252	Fungi						
ASV00254	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	phaeocarpum
ASV00255	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	xanthothrix
ASV00256	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Coremiopassalora	leptophlebae
ASV00257	Fungi						
ASV00259	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	phaeocarpum
ASV00260	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	amoeboidea
ASV00261	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	salsolae
ASV00262	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV00263	Fungi	Ascomycota	Dothideomycetes			Monodictys	putredinis
ASV00264	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV00265	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00266	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV00267	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	sanguifluum
ASV00268	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV00269	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	diffluens
ASV00270	Fungi	Glomeromycota	Glomeromycetes	Entrophosporales	Entrophosporaceae	Claroideoglomus	drummondii
ASV00272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	papavericola
ASV00273	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	flanaganii
ASV00274	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV00275	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	
ASV00277	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	chlamydosporigena
ASV00278	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV00279	Fungi						
ASV00280	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	
ASV00281	Fungi						
ASV00282	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV00283	Fungi						
ASV00284	Fungi						
ASV00285	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae		
ASV00286	Fungi						
ASV00287	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
ASV00289	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Astragalicola	amorpha
ASV00293	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	victoriae
ASV00294	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	
ASV00295	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emmonsiellopsis	coralliformis
ASV00297	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	dimennae
ASV00298	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV00299	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	antarctica
ASV00300	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae		
ASV00301	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tanneri
ASV00302	Fungi						
ASV00304	Fungi	Ascomycota	Leotiomycetes	Helotiales		Tetracladium	
ASV00305	Fungi						
ASV00306	Fungi						
ASV00307	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV00308	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	leporis
ASV00309	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	tanneri
ASV00311	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	
ASV00312	Fungi	Ascomycota	Dothideomycetes	Dothideales		Pringsheimia	
ASV00313	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	phragmitis
ASV00314	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylella	
ASV00315	Fungi						
ASV00316	Fungi						
ASV00317	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	
ASV00318	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	flavus
ASV00319	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	
ASV00320	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	gilva
ASV00321	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Laburnicola	
ASV00322	Fungi						
ASV00323	Fungi						
ASV00324	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV00325	Fungi	Basidiomycota	Agaricomycetes	Geastrales			
ASV00326	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00327	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00328	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV00329	Fungi	Chytridiomycota					
ASV00330	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	
ASV00331	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Halteromyces	radiatus
ASV00332	Fungi						
ASV00333	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	uzbekistanensis
ASV00334	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV00335	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	pullulans
ASV00337	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	rosae
ASV00338	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Tulosesus	sabulicola
ASV00340	Fungi	Ascomycota	Eurotiomycetes	Arachnomycetales	Arachnomycetaceae	Arachnomyces	
ASV00341	Fungi						
ASV00342	Fungi						
ASV00343	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pulvinulaceae	Pulvinula	
ASV00344	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dematiopleospora	salsolae
ASV00345	Fungi						
ASV00346	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV00347	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV00348	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Saksenaeaceae	Apophysomyces	jiangsuensis
ASV00349	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	
ASV00350	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	granulosus
ASV00351	Fungi						
ASV00352	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	
ASV00354	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV00355	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae		
ASV00357	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	cannabis
ASV00358	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	melanus
ASV00359	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	intermedia
ASV00360	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	granulosus
ASV00361	Fungi						
ASV00362	Fungi	Ascomycota					
ASV00363	Fungi						
ASV00364	Fungi						
ASV00365	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	rishikesha
ASV00367	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV00368	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Marcelleina	
ASV00369	Fungi						
ASV00370	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	
ASV00371	Fungi	Ascomycota	Leotiomycetes	Helotiales	Discinellaceae		
ASV00372	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae		
ASV00373	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	
ASV00375	Fungi						
ASV00376	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	ruber
ASV00377	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00379	Fungi	Ascomycota					
ASV00380	Fungi						
ASV00381	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	microsporus
ASV00383	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	monikae
ASV00384	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Sphaerulina	westendorpii
ASV00385	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	
ASV00386	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae		
ASV00387	Fungi	Chytridiomycota					
ASV00388	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	clavatophorus
ASV00389	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	
ASV00390	Fungi	Mucoromycota	Mucoromycetes	Mucorales			
ASV00391	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV00392	Fungi						
ASV00393	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	
